comment,scale
"každá vec na telefóne funguje perfektne, páči sa jej to.  ",1
"Ďalšou poznámkou o vzhľade tohto telefónu je, že skutočne vyzerá dosť nevýrazne, najmä v čiernom modeli.  ",0
JE TO NAOZAJ JEDNODUCHÉ.  ,1
Moje Sanyo prežilo desiatky kvapiek na povrch bez nepriaznivého účinku.  ,1
Fantastické slúchadlá.  ,1
Hneď pri vstupe do auta nájde môj mobil.  ,1
Nízka kvalita.  ,0
Vrelo odporúčam tento lacný mobilný telefón.  ,1
"Má však lepší príjem a jasnosť ako ktorýkoľvek telefón, ktorý som mal predtým.  ",1
Varovanie - Drž sa ďalej.  ,0
"Prial by som si, aby som mohol vrátiť jednotku a dostať späť svoje peniaze.  ",0
Úžasné zariadenie funguje skvele!!.  ,1
Hovoril som na ňom   -    /2 hodiny a batéria bola doslova vybitá a vybitá.  ,0
"Ak to nenájdete, je to škoda, pretože jednotka sa opäť dodáva iba s jedným slúchadlom. Neodporúčal by som to nikomu.  ",0
Veľmi nespokojný.  ,0
"Možno som dostal defekt, ale neriskoval by som jeho opätovnú kúpu len kvôli kvalite konštrukcie.  ",0
Toto puzdro je príliš malé a jeho inštalácia je veľmi náročná.  ,0
"Obnovil som svoj telefón, aby sa mi páčil nový výkon.  ",1
"Odporúčam kúpiť Jabra JX-   séria 2, ktorá funguje bezchybne s mojím Moto Q, choďte na to.  ",1
"Hľadal som na internete a zistil som, že toto má najlepšiu hodnotu.  ",1
Nesedí.  ,0
Veľmi spokojný s týmto produktom.  ,1
"Veľkosť obrazovky je veľká, klávesnica dostatočne podsvietená a kvalita kamery je dobrá.  ",1
Na tento headset naozaj nemôžem povedať nič zlé.  ,0
"Som rád, že som našiel tento produkt na Amazone, je ťažké ho nájsť, nemal vysokú cenu.  ",1
Prenosné a funguje to.  ,1
"Môj kolega a ja máme teraz skvelý príjem. Trochu drahé, ale výkon je skvelý.  ",1
"Dokonca som ho plne nabil, kým som išiel spať a vypol bluetooth a wi-fi a všimol som si, že ráno mu zostáva len 2  %.  ",0
"Tiež som mal problémy s tým, že telefón načítal pamäťovú kartu, na ktorej ho vždy zapnem a potom znova vypnem.  ",0
"Nie je dobré, keď nosíte klobúk alebo slnečné okuliare.  ",0
Včasná dodávka a kvalitný produkt.  ,1
Pekná pevná klávesnica.  ,1
Veľmi dobre vyrobené a perfektne sa hodí k môjmu Surefire GX2.  ,1
Hrozný telefón.  ,0
Nevyžiadaná batéria BT5 !  ,0
Tieto by sme odporučili ostatným.  ,1
"Nemôžem spustiť softvér, aby fungoval s mojím počítačom.  ",0
Sklamaný!.  ,0
slabá čistota hlasu.  ,0
Batéria funguje skvele!  ,1
Žiadni kupujúci nemajú v tomto smere výčitky!  ,0
Veľmi sklamaný z AccessoryOne.  ,0
"Považujem to za neospravedlniteľné, a preto pravdepodobne tento telefón vrátim a možno zmením operátora.  ",0
"Vyzerá skvele a je silný.""  ",1
Službu TMobile mám už 2 alebo 3 roky a som s ňou celkom spokojný.  ,1
Postup aktualizácie je zložitý a ťažkopádny.  ,0
"Sklamanie.. Neznášam všetko, čo mi ide do ucha.  ",0
Skvelý softvér pre Motorolas.  ,1
Dodávka bola načas.  ,1
Veľmi jednoduché použitie.  ,1
"Nepríjemné v uchu, nepoužívajte s LG VX99   (EnV).  ",0
Prepínač hlasitosti vyletel z jednotky na neznáme miesto určenia.  ,0
"Dlho drží náboj, je primerane pohodlný v podmienkach dlhodobého nosenia a kvalita zvuku je úžasná.  ",1
Chcel by som to vrátiť.  ,0
"Klávesnica sa skutočne oplatí a je dostatočne pevná, neočakávam žiadne problémy.  ",1
"Účtám spoločnosti Verizon je však ťažké porozumieť, hoci ich cenové plány sú jednoduché.  ",0
Po nabití cez noc tieto batérie fungujú skvele.  ,1
Nebudete ľutovať!  ,1
Milujem tento telefón!.  ,1
Sklamanie.  ,0
Nie je užívateľsky prívetivý.  ,0
"Bohužiaľ schopnosť skutočne vedieť, že prijímate hovor, je pomerne dôležitá funkcia a tento telefón je v tomto ohľade žalostný.  ",0
"Potom som vymenil za ten istý telefón, aj ten mal rovnaký problém.  ",0
"Výsledkom je, že telefón je buď zaseknutý pri maximálnej hlasitosti, alebo je stlmený.  ",0
Toto PDA skaly.  ,1
Je super nabitý na použitie ako malý hybridný palmtop/fotoaparát/mobil a v týchto úlohách vyniká.  ,1
"Jabra BT25 v by som určite odporučil tým, ktorí hľadajú pohodlie, prehľadnosť a skvelú cenu!  ",1
Mal som Verizon pred 2 rokmi a veľmi sa mi páčili ich služby.  ,1
Pekný kus haraburdia.  ,0
Zástrčka mala nesprávnu veľkosť.  ,0
Funguje podľa popisu.  ,1
Ušetrite peniaze.... Tento tovar mám už    mesiacov.  ,0
Zlý nákup.  ,0
TAK SOM SPOKOJNÝ.  ,1
"Potlačenie hluku hlavy je úžasné, čo je pre cestujúcich v New Yorku veľmi dôležité.  ",1
Táto batéria je skvelý obchod!  ,1
Chybné svinstvo.  ,0
"Keby som mohol, nedal by som žiadnu hviezdu.  ",0
Nosím okuliare a dobre sa k nim hodí.  ,1
"Kvalita zvuku zariadenia je neprijateľná. Pokiaľ nie ste v skutočne tichej oblasti, nepočujete takmer nič.  ",0
Túto položku by som nikomu neodporúčal.  ,0
"Puzdro, ktoré prišlo, nezodpovedalo fotografii v inzeráte.  ",0
super...vôbec žiadne problémy!  ,1
"Ako bolo uvedené v predchádzajúcej recenzii, pripojte túto nabíjačku a nič sa nestane.  ",0
Toto žabie kúzlo na telefón je rozkošné a veľmi pútavé.  ,1
"Nikdy neviete, či ste naň zatlačili dostatočne tvrdo alebo správny počet krát pre požadovanú funkciu alebo nie.  ",0
"Zvuk je čistý a ľudia, s ktorými sa na ňom rozprávam, sú tiež ohromení kvalitou.  ",1
Dostal som hliníkové puzdro pre môj nový Palm VX a fungovalo to naozaj dobre - zatiaľ dokonale chránilo môj vreckový počítač.  ,1
"veľmi dobrý produkt, kvalitne spracovaný.  ",1
Nástroje pre mobilný telefón sú nevyhnutnosťou.  ,1
"Som veľmi ohromený prácou, ktorú Motorola odviedla na robustnosti tohto telefónu.  ",1
"Objednávky som dostal v rámci dodacej lehoty, všetko bolo v poriadku a celkovo som veľmi rád, že mám tento zdroj.  ",1
Telefón je odolný a vodeodolný.  ,1
Nie som tým ohromený a neodporúčam túto položku nikomu.  ,0
"Moja jediná sťažnosť je, že štandardná hlasitosť zvuku je trochu nízka, aj keď je nastavená na 5 (z 5)  ",0
"Ešte raz ďakujem Amazonu, že mám veci, ktoré potrebujem, za dobrú cenu!  ",1
"Skončil som tak, že som si ho namiesto toho nasunul na okraj nohavíc alebo na zadné vrecká.  ",1
"Musel som ísť do obchodu a kúpil som si nový telefón NOKIA, ktorý funguje skvele.  ",1
Funguje skvele!.  ,1
NAOZAJ ŠKAREDÉ.  ,0
"hrozné, musel som prepínať 3 krát.  ",0
Protihlukový štít je neuveriteľný.  ,1
Žiadne skutočné zlepšenie.  ,0
Batéria Razr - dobrá kúpa.  ,1
Pokračujte v dobrej práci Amazon!!  ,1
Odmietajú vrátiť peniaze alebo vymeniť.  ,0
"Bohužiaľ je ľahké ich náhodne aktivovať pomocou jemných dotykových tlačidiel, ak sa pri počúvaní omylom dotknete telefónu tváre.  ",0
Takže peniaze som v podstate vyhodil von oknom pre nič za nič.  ,0
Skvelý prípad a cena!  ,1
Stačila jedna kvapka z výšky asi 6 palcov nad kuchynskou linkou a prasklo to. Nie som nadšený a nie je mi do smiechu.  ,0
"Dosah Bluetoothu je dobrý - pred pár dňami som nechal telefón v kufri, zavolal som a rozhovor som previedol bez problémov.  ",1
"Malé, elegantné, pôsobivo vyzerajúce, praktické nastavenie s dostatočným úložným priestorom.  ",1
"Náušníky smerujú zvuk priamo do vášho ucha a zdá sa, že zvyšujú hlasitosť a čistotu zvuku.  ",1
žiadny z nových nikdy nefungoval úplne správne.  ,0
"Som rád, že som si ho kúpil.  ",1
Z tohto dôvodu som zmeškal veľa hovorov.  ,0
"Možno je môj telefón chybný, ale ľudia ma nepočujú, keď ho používam.  ",0
Nekupujte tento produkt.  ,0
"naštve, väčšina vecí s mojím telefónom nefunguje.  ",0
"Žiadne posúvanie, žiadne bublanie, žiadne odlupovanie, dokonca ani škrabanec, NIČ! S mojím novým pre Droida nemôžem byť šťastnejší.  ",1
"Najhorší softvér, aký bol kedy použitý... Keby som mohol dať tomuto nula hviezdičiek, dal by som to.  ",0
Pokúšať sa na nich zavolať je frustrácia.  ,0
Puzdro je tenký kus plastu a nemá žiadnu prednú ani bočnú ochranu.  ,0
"Vlastním slúchadlá Jabra Earset a bol som s nimi veľmi spokojný, ale kvalita zvuku, najmä odchádzajúceho, na tomto je lepšia.  ",1
"Fotoaparát sa mi páči, je naozaj kvalitný.  ",1
Ďakujem za takú skvelú službu.  ,1
Ide o celkový balík.  ,1
"Predávajúca je veľmi chápavá a trpezlivá, určite by som u nich nakúpila znova.  ",1
Dávam Wirefly   hviezdičku. Budem kontaktovať Cingular/AT&T; a informovať ich o tejto praxi.  ,0
JE TO PRIŤAŽUJÚCE!  ,0
Skvelý produkt za cenu!.  ,1
Kúpil som ich pre rodinu aj priateľov a všetkým sa páči ich prehľadnosť a jednoduché použitie  ,1
Virgin Wireless skaly a rovnako aj tento lacný malý telefón!  ,1
"Nič z toho nefunguje, len to nekupujte.  ",0
Zablatený zvuk nízkej kvality a kryt okolo vložky drôtu bol zle prilepený a skĺzol.  ,0
"Prosím, nestrácajte peniaze.  ",0
Celkovo som s týmto nákupom celkom spokojný.  ,1
"Ak hľadáte kvalitnú náhlavnú súpravu Motorola, hľadajte ďalej, nie je to ono.  ",0
Plantronincs však naďalej používa rovnaký chybný dizajn nabíjačky.  ,0
Neuspokojivé výsledky.  ,0
Ťažkopádny dizajn.  ,0
"Skvelé bolo to nové zabalené pekne funguje dobre, bez problémov a prišlo to za kratší čas, ako som očakával!!!!  ",1
Skvelý produkt.  ,1
JE TO HOVINNOSŤ!  ,0
"Moja skúsenosť bola hrozná..... Toto bol môj štvrtý bluetooth headset, a hoci bol oveľa pohodlnejší ako moja posledná Jabra (ktorú som NENÁVIDEL!!!  ",0
Tým sa vyriešia všetky problémy.  ,1
Najhoršie vôbec.  ,0
Som veľmi šťastný  ,1
"Nemal som žiadne problémy s prístupom na internet, sťahovaním zvonení alebo vykonávaním niektorej z funkcií.  ",1
"Sotva to počujem a neustále hovorím ""čo?""  ",0
Životnosť batérie je veľmi neprijateľná.  ,0
Tá spoločnosť je vtip.  ,0
Spĺňa všetko podľa popisu.  ,1
"Kvôli tomu, čo sa deje pri každom hovore, som bol nútený prestať používať túto náhlavnú súpravu.  ",0
"Funguje skvele s autonabíjačkou, najmä ak nemôžete pripojiť dva adaptéry súčasne.  ",1
"Technická podpora Verizon ma previedla niekoľkými postupmi, z ktorých žiadny nefungoval a nakoniec som musel vykonať tvrdé opätovné nastavenie a vymazať všetky svoje údaje.  ",0
"Kvalita hlasu, sila signálu, prerušené hovory.  ",0
"Hrá hlasnejšie ako ktorýkoľvek iný reproduktor tejto veľkosti; cena je taká nízka, že väčšina by si myslela, že kvalita chýba, ale nie je to tak.  ",1
"Lepšie, ako sa očakávalo.  ",1
"Zdá sa mi, že je zle skonštruovaný, v ponukách sa ťažko orientuje a tlačidlá sú tak zapustené, že je ťažké ich stlačiť.  ",0
Batéria drží dobre.  ,1
Tiež sa ťažko nasadzuje. Odporúčam vyhnúť sa tomuto produktu.  ,0
Používal som to len dva dni a nebolo to vždy ľahké počuť.  ,0
Dostal som autonabíjačku a ani nie po týždni bola nabíjačka rozbitá...išiel som ju zapojiť a začalo dymiť.  ,0
Sprint - hrozný zákaznícky servis.  ,0
Prepojené s mojím telefónom bez námahy.  ,1
Sú tak cool!  ,1
Jednoduché použitie.  ,1
Lepšie ako nové.  ,1
"Čo ma prinútilo získať tento odpad, netuším...  ",0
Kus odpadu.  ,0
Celkom dobrý produkt.  ,1
Toto je skvelý telefón!  ,1
"Za cenu na Amazone je to výborný produkt, ktorý vrelo odporúčam.  ",1
"Ich divízia výskumu a vývoja očividne vie, čo robí.  ",1
Skutočným zabijakom je objem a samozrejme jeho lámanie.  ,0
Tie telefóny už fungujú dobre.  ,1
S týmto produktom som viac než spokojný.  ,1
Slabá konštrukcia.  ,0
Toto je poburujúce.  ,0
Celkovo by som tento telefón odporučil skôr ako nový Walkman.  ,1
Sprint poplatky za túto službu.  ,0
Je to lacné a rovnako lacné to vyzerá aj na dotyk.  ,0
Dobre mi sedí v uchu a pohodlne sa nosí.  ,1
V Európe a Ázii to nefunguje.  ,0
"Keď si ho pripnete na opasok, určite sa budete cítiť ako 5  centov.  ",1
Páči sa mi dizajn a vzhľad náhlavnej súpravy Jabra za uchom a 5 2  je celkom pohodlné na nosenie 24 hodín denne bez bolesti v uchu.  ,1
Bol som ohromený rýchlym príchodom dvoch originálnych batérií pre mobilné telefóny lg a za zlomok ceny.  ,1
najhorší telefón od samsungu...svinstvo..... tento mizerný Samsung E7 5...je najhorší aký som kedy videl.  ,0
nabíjačka fungovala asi týždeň a potom mi úplne prestala nabíjať telefón.  ,0
Slabý produkt.  ,0
Potreboval som však o niečo lepšie inštrukcie.  ,0
Na ovládanie obrazovky potrebujete dve ruky. Toto softvérové ​​rozhranie je staré desaťročie a nemôže konkurovať novým dizajnom softvéru.  ,0
Fungoval veľmi dobre v spojení s Treo 7  w a ako náhlavná súprava Skype na mojom PC (pomocou USB Bluetooth transceiveru).  ,1
"Vyhnite sa tomuto produktu a použite originálne náhradné perá Palm, ktoré sa dodávajú v balení po troch kusoch.  ",0
"NEKUPUJTE, NEKUPUJTE, NEKUPUJTE SI  ",0
Toto je skvelý produkt... určite sa dá použiť prstami!.  ,1
"Navyše vážne neverím, že to stojí za svoju strmú cenu.  ",0
"Všetky ostatné prípady, ktoré som skúšal, sa po niekoľkých mesiacoch normálne rozpadnú, ale tento sa zdá byť na dlhú trať.  ",1
Veľmi sklamaný výkon.  ,0
"Neurobte rovnakú chybu ako ja a prosím, nekupujte tento telefón.  ",0
"Tento telefón môže byť najhorší, aký som kedy mal od akejkoľvek značky.  ",0
"Puzdro bolo viac-menej doplnok, ktorý som si pôvodne obliekol, no neskôr som ho zahodil, pretože ma poškriabal v uchu.  ",0
"Odporúčam iGo každému, kto má v rodine mobilné telefóny/mp3 prehrávače rôznych značiek.  ",1
Netrápte sa - choďte do obchodu.  ,0
"Napísal som podrobnejšie komentáre pod sivý alebo čierny telefón, ale mám Fire Red a je to skvelá farba!  ",1
S týmto tovarom som nemal žiadny problém a v prípade potreby si ho objednám znova.  ,1
"Myslím, že dostanete to, za čo zaplatíte.  ",0
"Softvér v tom nielenže odviedol skvelú prácu, ale aj bez internetového pripojenia som si mohol vytvoriť vlastné zvonenia z mojich existujúcich CD.  ",1
"Som prekvapený, že je to kvalitná nabíjačka do auta a nie je o nej veľa recenzií.  ",1
Tieto sú úžasné!  ,1
"Slúchadlá BT však v súčasnosti nie sú vhodné pre hry v reálnom čase, ako sú strieľačky z pohľadu prvej osoby, pretože meškanie zvuku ma znepokojuje.  ",0
"Na prenos dát do telefónu som použil bitpim (bezplatný program, ktorý nájdete na internete). Cena kábla bola výborná.  ",1
Sklamaný doplnok od dobrého výrobcu.  ,0
"Hral hrozne - tlmený, plechový prichádzajúci zvuk a ostrá ozvena pre tých na druhej strane hovoru.  ",0
Veľmi odolná proti vetru.  ,1
"Je zrejmé, že majú hrozný zákaznícky servis, takže dostanete to, za čo platíte.  ",0
"Nevydržia večne, ale ich výmena nie je príliš drahá. Jednoduché ovládanie a zvuk je oveľa lepší ako u iných, ktoré som skúšal.  ",1
"Kontaktoval som spoločnosť a povedali mi, že aj keď je jednotka stále v záruke, ak nemôžem predložiť potvrdenie, mám smolu.  ",0
"Linksys by mal mať nejaký spôsob, ako vymeniť zlý telefón za renovovanú jednotku alebo niečo také!  ",0
Telefón je odolný ako všetky telefóny Nokia bar.  ,1
Skvelý telefón.  ,1
"Keď som umiestnil svoje treo do puzdra, nielenže NEBOLO priliehavé, ale po stranách bolo VEĽA miesta navyše.  ",0
Som potešený.  ,1
Batéria je hrozná.  ,0
"Zistil som, že produkt sa ľahko nastavuje a používa.  ",1
Slúchadlo na tomto je príliš veľké alebo príliš ťažké...stále mi vypadáva z ucha.  ,0
Totálne svinstvo.. Kvalita zvuku je STRAŠNÁ.  ,0
"Nabíjačka prišla v sľúbenom termíne, no nefungovala.  ",0
"Nie je potrebná žiadna slučka na ucho, je maličký a zvuk je skvelý.  ",1
"Nakoniec, po troch alebo štyroch razoch praskla pružina západky a už som ju nemohol použiť na priezore.  ",0
"Súprava handsfree funguje dobre, ale potom sa auto pokúsi stiahnuť adresár a Treo sa reštartuje. Celkovo toto zariadenie stále hodnotím vysoko.  ",1
Hovorte o NEUŽITOČNOM zákazníckom servise.  ,0
Zdalo sa mi to príliš ľahké a „plechové“.  ,0
Toto nepasuje na Palm Tungsten E2 a pri prvom pokuse o pripojenie sa zlomil.  ,0
Som spokojný s týmto nákupom - dobrá kvalita a nízka cena.  ,1
Páči sa mi vzhľad a dojem z flipfónov Samsung.  ,1
Je dobre navrhnutý a veľmi ostrý - modrá je veľmi pekná farba.  ,1
"Robí všetko, čo má a ešte viac.  ",1
Tieto som nemohol odporučiť viac.  ,0
Pekný zvuk.  ,1
"Na obrázku vyzerá dobre, ale tento prípad bol obrovským sklamaním!!  ",0
"Oveľa menej ako čeľustná kosť, ktorou som ju chcel nahradiť.  ",1
Nastavenie prebehlo veľmi hladko.  ,1
"je extrémne pomalý a trvá večnosť, kým s ním niečo urobíte.  ",0
"Povinné štúdium pre každého, kto sa zaujíma o „najhoršie hriechy“ priemyselného dizajnu.  ",0
"Prvá vec, ktorá sa stala, bolo, že sledovanie bolo vypnuté.  ",0
"Je kvalitne spracovaný, má ľahký prístup k telefónu a má praktickú odnímateľnú sponu na opasok.  ",1
"Potom som ho musel pravidelne párovať, pretože nejako stále padal.  ",0
Nie je možné nahrať vyzváňacie tóny od tretej strany.  ,0
"Bluetooth nefunguje, telefón sa zablokuje, obrazovky len blikajú a teraz iba náhodne volá, keď mám zamknuté vrecko.  ",0
Naozaj hrozné.  ,0
Funguje to dobre na mojom mobilnom telefóne Motorola 325 a oveľa lepšie ako vybitá batéria.  ,1
"Hlasitosť zvonenia je NAOZAJ dobrá (máte na výber, ako hlasno).  ",1
